id,noun,article,plural,translation,niveau,level,createdAt,updatedAt,deletedAt
1369,Maß,Die,Maß,Medida / Dimesión,B2.1,intermediate,12/06/20,,
1370,Schritt,Der,Schritte,Gestión / Trámite,B2.1,intermediate,12/06/20,,
1371,Überraschung,Die,Überraschungen,Sorpresa,B2.1,intermediate,12/06/20,,
1372,Weise,Die,Weisen,Manera / modo,B2.1,intermediate,12/06/20,,
1373,Wirt,Der,Wirte,Empleado,B2.1,intermediate,12/06/20,,
1374,Zelt,Das,Zelte,Carpa,B2.1,intermediate,12/06/20,,
1375,Abkürzung,Die,Abkürzungen,Atajo,B2.1,intermediate,12/06/20,,
1376,Diskussion,Die,Diskussionen,Discusión,B2.1,intermediate,12/06/20,,
1377,Anlage,Die,Anlagen,Instalación / Dispositivo,B2.1,intermediate,12/06/20,,
1378,Bar,Die,Bars,Bar,B2.1,intermediate,12/06/20,,
1379,Fläche,Die,Flächen,Área / Superficie,B2.1,intermediate,12/06/20,,
1380,Tätigkeit,Die,Tätigkeiten,Profesión / oficio / Ocupación,B2.1,intermediate,12/06/20,,
1381,Abschnitt,Der,Abschnitte,Sección - Segmento - Recorte,B2.1,intermediate,12/06/20,,
1382,Bierkrug,Der,Bierkrüge,Jarra de cerveza,B2.1,intermediate,12/06/20,,
1383,Bierzelt,Das,Bierzelten,Tienda de cerveza,B2.1,intermediate,12/06/20,,
1384,Brezel,Die,Brezeln,Rosquilla,B2.1,intermediate,12/06/20,,
1385,Gemütlichkeit,Die,Gemütlichkeit,Comodidad,B2.1,intermediate,12/06/20,,
1386,Kapelle,Die,Kapellen,Capilla,B2.1,intermediate,12/06/20,,
1387,Karusell,Das,Karusells,Carrusel,B2.1,intermediate,12/06/20,,
1388,Daten,Die,Daten,Datos,B2.1,intermediate,12/06/20,,
1389,Einzelheit,Die,Einzelheiten,Detalle,B2.1,intermediate,12/06/20,,
1390,Erfahrung,Die,Erfahrungen,Experiencia,B2.1,intermediate,12/06/20,,
1391,Präsentation,Die,Präsentationen,Presentación,B2.1,intermediate,12/06/20,,
1392,Publikum,Das,Publikum,Público / Audiencia,B2.1,intermediate,12/06/20,,
1393,Vortrag,Der,Vorträge,Conferencia,B2.1,intermediate,12/06/20,,
1394,Passagier,Der,Passagiere,Pasajero,B2.1,intermediate,12/06/20,,
1395,Situation,Die,Situationnen,Situación,B2.1,intermediate,12/06/20,,
1396,Strafe,Die,Strafen,Castigo / Condena,B2.1,intermediate,12/06/20,,
1397,Verkehrsmittel,Das,Verkehrmittel,Medio de transporte,B2.1,intermediate,12/06/20,,
1398,Vorschlag,Der,Vorschläge,Propuesta / Sugerencia,B2.1,intermediate,12/06/20,,
1399,Vermutung,Die,Vermutungen,Suposición,B2.1,intermediate,12/06/20,,
1400,Bewegung,Die,Bewegungen,Movimiento,B2.1,intermediate,12/06/20,,
1401,Bedienung,Die,Bedienungen,Servicio,B2.1,intermediate,12/06/20,,
1402,Erfrischung,Die,Erfrischungen,Refresco,B2.1,intermediate,12/06/20,,
1403,Sinn,Der,Sinne,Sentido,B2.1,intermediate,12/06/20,,
1404,Speise,Die,Speisen,Comida / Manjar,B2.1,intermediate,12/06/20,,
1405,Stress,Der,Stress,Estrés,B2.1,intermediate,12/06/20,,
1406,Apparat,Der,Apparate,Aparato,B2.1,intermediate,12/06/20,,
1407,Bericht,Der,Berichte,Informe / Reporte,B2.1,intermediate,12/06/20,,
1408,(Werbe)Broschüre,Die,(Werbe)Broschüren,Folleto (promocional),B2.1,intermediate,12/06/20,,
1409,Form,Die,Formen,Forma,B2.1,intermediate,12/06/20,,
1410,Klima,Das,Klimata,Clima / Ambiente / Atmósfera,B2.1,intermediate,12/06/20,,
1411,Nachteil,Der,Nachteile,Desventaja,B2.1,intermediate,12/06/20,,
1412,Taste,Die,Tasten,Tecla / Botón,B2.1,intermediate,12/06/20,,
1413,Überschrift,Die,Überschriften,Titular - Encabezamiento,B2.1,intermediate,12/06/20,,
1414,Umwelt,Die,Umwelt,Medio ambiente,B2.1,intermediate,12/06/20,,
1415,Zukunft,Die,Zukunft,Futuro,B2.1,intermediate,12/06/20,,
1416,Aussicht,Die,Aussichten,Vista (Panorama),B2.1,intermediate,12/06/20,,
1417,Kommentar,Der,Kommentare,Comentario,B2.1,intermediate,12/06/20,,
1418,Kriterium,Das,Kriterien,Criterio,B2.1,intermediate,12/06/20,,
1419,Kritik,Die,Kritike,Crítica,B2.1,intermediate,12/06/20,,
1420,Lage,Die,Lagen,Ubicación,B2.1,intermediate,12/06/20,,
1421,Art,Die,Arten,Tipo / Clase,B2.1,intermediate,12/06/20,,
1422,Lebensgefahr,Die,Lebensgefahren,Peligro de muerte,B2.1,intermediate,12/06/20,,
1423,Mond,Der,Mond,Luna,B2.1,intermediate,12/06/20,,
1424,Gegenstand,Der,Gegenstände,Sujeto / Objeto / Asunto,B2.1,intermediate,12/06/20,,
1425,Traum,Der,Träume,Sueño,B2.1,intermediate,12/06/20,,
1426,Einrichtung,Die,Einrichtungen,Instalaciones,B2.1,intermediate,12/06/20,,
1427,Heim,Das,Heime,Hogar / Domicilio / Morada,B2.1,intermediate,12/06/20,,
1428,Studentenwohnheim,Das,Studentenwohnheime,Residencia universitaria,B2.1,intermediate,12/06/20,,
1429,Kasten,Der,Kästen,Caja / Caserón,B2.1,intermediate,12/06/20,,
1430,Mülleimer,Der,Mülleimer,Papelera / Tacho de Basura,B2.1,intermediate,12/06/20,,
1431,Regal,Das,Regale,Estante,B2.1,intermediate,12/06/20,,
1432,Agentur,Die,Agenturen,Agencia,B2.1,intermediate,12/06/20,,
1433,Camping,Das,Camping,Camping,B2.1,intermediate,12/06/20,,
1434,Fernsehen,Das,Fernsehen,Televisor,B2.1,intermediate,12/06/20,,
1435,Journalist,Der,Journalisten,Periodista,B2.1,intermediate,12/06/20,,
1436,Jugend,Die,Jugend,Juventud,B2.1,intermediate,12/06/20,,
1437,Jugendherberge,Die,Jugendherbergen,Hostel,B2.1,intermediate,12/06/20,,
1438,Bau,Der,Bauten,Obra / Construcción,B2.1,intermediate,12/06/20,,
1439,Altbau,Der,Altbauten,Edificio antiguo,B2.1,intermediate,12/06/20,,
1440,Eindruck,Der,Eindrücke,Impresión,B2.1,intermediate,12/06/20,,
1441,Lift,Der,Lifte,Ascensor,B2.1,intermediate,12/06/20,,
1442,Stellung,Die,Stellungen,Posición / Cargo,B2.1,intermediate,12/06/20,,
1443,Möglichkeit,Die,Möglichkeiten,Oportunidad / Posibilidad,B2.1,intermediate,12/06/20,,
1444,Hauptsatz,Der,Hauptsätze,Ley,B2.1,intermediate,12/06/20,,
1445,Altersheim,Das,Altersheime,Asilo de ancianos,B2.1,intermediate,12/06/20,,
1446,Artikel,Der,Artikel,Artículo,B2.1,intermediate,12/06/20,,
1447,Bewohner,Der,Bewohner,Residente,B2.1,intermediate,12/06/20,,
1448,Doppelbett,Das,Doppelbetten,Cama matrimonial,B2.1,intermediate,12/06/20,,
1449,Gedanke,Der,Gedanken,Pensamiento / Reflexión,B2.1,intermediate,12/06/20,,
1450,Gemeinschaft,Die,Gemeinschaft,Comunidad,B2.1,intermediate,12/06/20,,
1451,Hausmeister,Der,Hausmeister,Conserje,B2.1,intermediate,12/06/20,,
1452,Spiegel,Der,Spiegel,Espejo,B2.1,intermediate,12/06/20,,
1453,Unterkunft,Die,Unterkünfte,Hospedaje,B2.1,intermediate,12/06/20,,
1454,Vorhang,Der,Vorhänge,Cortina,B2.1,intermediate,12/06/20,,
1455,Gebühr,Die,Gebühren,Tasa - Cuota - Impuesto,B2.1,intermediate,12/06/20,,
1456,Punkt,Der,Punkte,Punto,B2.1,intermediate,12/06/20,,
1457,Lärm,Der,Lärm,Ruido / Tumulto,B2.1,intermediate,12/06/20,,
1458,Projekt,Das,Projekte,Proyecto / Plan,B2.1,intermediate,12/06/20,,
1459,Rentner,Der,Rentner,Pensionista,B2.1,intermediate,12/06/20,,
1460,Vorstellung,Die,Vorstellungen,Función / Presentación,B2.1,intermediate,12/06/20,,
1461,Blitz,Der,Blitze,Relámpago,B2.1,intermediate,12/06/20,,
1462,Blitzumfrage,Die,Blitzumfragen,Elecciones anticipadas,B2.1,intermediate,12/06/20,,
1463,Ersatz,Der,Ersatz,Sustitución / Reemplazo,B2.1,intermediate,12/06/20,,
1464,Friede,Der,Friede,Paz,B2.1,intermediate,12/06/20,,
1465,Charakter,Der,Charaktere,Carácter,B2.1,intermediate,12/06/20,,
1466,Stimmung,Die,Stimmungen,Estado de ánimo,B2.1,intermediate,12/06/20,,
1467,Streit,Der,Streite,"Disputa, discusión",B2.1,intermediate,12/06/20,,
1468,Technik,Die,Techniken,Tecnología / Procedimiento / Técnica,B2.1,intermediate,12/06/20,,
1469,Techniker,Der,Techniker,Técnico / Ingeniero,B2.1,intermediate,12/06/20,,
1470,Technikerin,Die,Technikerinnen,Técnica / Ingeniera,B2.1,intermediate,12/06/20,,
1471,Unterschied,Der,Unterschiede,Diferencia,B2.1,intermediate,12/06/20,,
1472,Atelier,Das,Ateliers,Taller / Estudio,B2.2,advanced,12/06/20,,
1473,Auszubildende,Der / Die,Auszubildenden,Aprendiz,B2.2,advanced,12/06/20,,
1474,Schaufenster,Das,Schaufenster,Vitrina,B2.2,advanced,12/06/20,,
1475,Küste,Die,Küsten,Costa / Orilla,B2.2,advanced,12/06/20,,
1476,Absicht,Die,Absichten,Intención / Propósito / Finalidad,B2.2,advanced,12/06/20,,
1477,Bedingung,Die,Bedingungen,Condición / Requisito,B2.2,advanced,12/06/20,,
1478,Bewerbung,Die,Bewerbungen,Solicitud / Candidatura,B2.2,advanced,12/06/20,,
1479,Chemie,Die,Chemie,Química,B2.2,advanced,12/06/20,,
1480,Druck,Der,Druck,Impresión,B2.2,advanced,12/06/20,,
1481,Zeitdruck,Der,Zeitdruck,Presión,B2.2,advanced,12/06/20,,
1482,Energiekonzern,Der,Energiekonzerne,Empresa de Energía,B2.2,advanced,12/06/20,,
1483,Geschwindigkeit,Die,Geschwindigkeiten,Velocidad - Rápidez - Celeridad - Prontitud,B2.2,advanced,12/06/20,,
1484,Vertreter,Der,Vertreter,Representante,B2.2,advanced,12/06/20,,
1485,Angestellte,Der / Die,Angestellten,Empleado,B2.2,advanced,12/06/20,,
1486,Beamte,Der,Beamten,Funcionario,B2.2,advanced,12/06/20,,
1487,Beamtin,Die,Beamtinnen,Funcionaria,B2.2,advanced,12/06/20,,
1488,Bund,Der,Bund,Federación,B2.2,advanced,12/06/20,,
1489,Einkommen,Das,Einkommen,Ingresos / Renta / Utilidades,B2.2,advanced,12/06/20,,
1490,Einkommenssteuer,Die,Einkommenssteuern,Impuesto a la renta,B2.2,advanced,12/06/20,,
1491,Gehalt,Das,Gehälter,Sueldo,B2.2,advanced,12/06/20,,
1492,Knopf,Der,Knöpfe,Botón / Pulsador,B2.2,advanced,12/06/20,,
1493,Nadel,Die,Nadeln,Aguja,B2.2,advanced,12/06/20,,
1494,Polizist,Der,Polizisten,Oficial de policia,B2.2,advanced,12/06/20,,
1495,Praktikant,Der,Praktikanten,Pasante,B2.2,advanced,12/06/20,,
1496,Praktikantin,Die,Praktikantinen,Pasante,B2.2,advanced,12/06/20,,
1497,Rente,Die,Renten,Renta,B2.2,advanced,12/06/20,,
1498,Tafel,Die,Tafeln,Tablero / Mesa,B2.2,advanced,12/06/20,,
1499,Voraussetzung,Die,Voraussetzungen,Requisito / Condición Previa / Suposición / Supuesto,B2.2,advanced,12/06/20,,
1500,Fach,Das,Fächer,Ramo / División / Especialidad,B2.2,advanced,12/06/20,,
1501,Mitarbeiter,Der,Mitarbeiter,Empleado,B2.2,advanced,12/06/20,,
1502,Mitarbeiterin,Die,Mitarbeiterinnen,Empleada,B2.2,advanced,12/06/20,,
1503,Grundlage,Die,Grundlagen,Base / Fundamento,B2.2,advanced,12/06/20,,
1504,Interesse,Das,Interessen,Interés,B2.2,advanced,12/06/20,,
1505,Grund,Der,Gründe,Razón,B2.2,advanced,12/06/20,,
1506,Schhwierigkeit,Die,Schwierigkeiten,Dificultad,B2.2,advanced,12/06/20,,
1507,Werbung,Die,Werbung,Publicidad,B2.2,advanced,12/06/20,,
1508,Werbefilm,Der,Werbefilme,Spot publicitario,B2.2,advanced,12/06/20,,
1509,Veranwortung,Die,Verantwortungen,Responsabilidad,B2.2,advanced,12/06/20,,
1510,Gelegenheit,Die,Gelegenheiten,Oportunidad,B2.2,advanced,12/06/20,,
1511,Geige,Die,Geigen,Violín,B2.2,advanced,12/06/20,,
1512,Chor,Der,Chöre,Coro,B2.2,advanced,12/06/20,,
1513,Flöte,Die,Flöten,Flauta,B2.2,advanced,12/06/20,,
1514,Gitarre,Die,Gitarren,Guitarra,B2.2,advanced,12/06/20,,
1515,Instrument,Das,Instrumente,Instrumento,B2.2,advanced,12/06/20,,
1516,Schlagzeug,Das,Schlagzeuge,Batería,B2.2,advanced,12/06/20,,
1517,Eintrittskarte,Die,Eintrittskarten,Entrada (ticket),B2.2,advanced,12/06/20,,
1518,Paar,Das,Paare,Pareja,B2.2,advanced,12/06/20,,
1519,Tanz,Der,Tänze,Baile,B2.2,advanced,12/06/20,,
1520,Vergangenheit,Die,Vergangenheit,Pasado,B2.2,advanced,12/06/20,,
1521,Anrede,Die,Anreden,Encabezado,B2.2,advanced,12/06/20,,
1522,Gastfreundschaft,Die,Gastfreundschaft,Hospitalidad,B2.2,advanced,12/06/20,,
1523,Beitrag,Der,Beiträge,Contribución,B2.2,advanced,12/06/20,,
1524,Bundesland,Das,Bundesländer,Estado,B2.2,advanced,12/06/20,,
1525,Einfluss,Der,Einflüsse,Influencia,B2.2,advanced,12/06/20,,
1526,Geschmack,Der,Geschmäcke,Sabor,B2.2,advanced,12/06/20,,
1527,Gewalt,Die,Gewalten,Violencia,B2.2,advanced,12/06/20,,
1528,Halle,Die,Hallen,Sala,B2.2,advanced,12/06/20,,
1529,Institution,Die,Institutionen,Institución,B2.2,advanced,12/06/20,,
1530,Mitglied,Das,Mitglieder,Miembro / Socio / Integrante,B2.2,advanced,12/06/20,,
1531,Wunderkind,Das,Wunderkinder,Niño prodigio,B2.2,advanced,12/06/20,,
1532,Trompete,Die,Trompeten,Trompeta,B2.2,advanced,12/06/20,,
1533,Veranstaltung,Die,Veranstaltungen,Evento,B2.2,advanced,12/06/20,,
1534,Walzer,Der,Walzer,Vals,B2.2,advanced,12/06/20,,
1535,Sänger,Der,Sänger,Cantante,B2.2,advanced,12/06/20,,
1536,Sängerin,Die,Sängerinnen,Cantante,B2.2,advanced,12/06/20,,
1537,Schaden,Der,Schäden,Daño,B2.2,advanced,12/06/20,,
1538,Verbot,Das,Verbote,Prohibición,B2.2,advanced,12/06/20,,
1539,Zeile,Die,Zeilen,Fila,B2.2,advanced,12/06/20,,
1540,Ereignis,Das,Ereignisse,Acontecimiento,B2.2,advanced,12/06/20,,
1541,Rhytmus,Der,Rhytmen,Ritmo,B2.2,advanced,12/06/20,,
1542,Trend,Der,Trends,Tendencia,B2.2,advanced,12/06/20,,
1543,Studio,Das,Studios,Estudio,B2.2,advanced,12/06/20,,
1544,Anleitung,Die,Anleitungen,Instrucción / Manuales,B2.2,advanced,12/06/20,,
1545,Spiel,Das,Spiele,Actuación,B2.2,advanced,12/06/20,,
1546,Spielleiter,Der,Spielleiter,Director artístico,B2.2,advanced,12/06/20,,
1547,Reihe,Die,Reihen,Fila,B2.2,advanced,12/06/20,,
1548,Brettspiel,Das,Brettspiele,Juego de mesa,B2.2,advanced,12/06/20,,
1549,Figur,Die,Figuren,Figura,B2.2,advanced,12/06/20,,
1550,Start,Der,Starts,Comienzo,B2.2,advanced,12/06/20,,
1551,Strategie,Die,Strategien,Estrategia,B2.2,advanced,12/06/20,,
1552,Würfel,Der,Würfel,Dados,B2.2,advanced,12/06/20,,
1553,Händler,Der,Händler,Comerciante / Negociante,B2.2,advanced,12/06/20,,
1554,Höhe,Die,Höhen,Altura / Altitud,B2.2,advanced,12/06/20,,
1555,Profi,Der,Profis,Profesional,B2.2,advanced,12/06/20,,
1556,Typ,Der,Typen,Tipo,B2.2,advanced,12/06/20,,
1557,Trick,Der,Tricks,Truco,B2.2,advanced,12/06/20,,
1558,Marke,Die,Marken,Marca,B2.2,advanced,12/06/20,,
1559,Zustand,Der,Zustände,Situación / Constitución,B2.2,advanced,12/06/20,,
1560,Jeans,Die,Jeans,Jeans,B2.2,advanced,12/06/20,,
1561,Opfer,Das,Opfer,Victima / Sacrificio,B2.2,advanced,12/06/20,,
1562,Ratschlag,Der,Ratschläge,Consejo,B2.2,advanced,12/06/20,,
1563,Rückseite,Die,Rückseiten,Trasero / Parte trasera,B2.2,advanced,12/06/20,,
1564,Beziehung,Die,Beziehungen,Relación,B2.2,advanced,12/06/20,,
1565,Elektronik,Die,Elektronik,Electrónica,B2.2,advanced,12/06/20,,
1566,Kaufhaus,Das,Kaufhäuser,Emporio,B2.2,advanced,12/06/20,,
1567,Konto,Das,Konten,Cuenta Bancaria,B2.2,advanced,12/06/20,,
1568,Kredit,Der,Kredite,Crédito,B2.2,advanced,12/06/20,,
1569,Merheit,Die,Merheiten,Mayoria,B2.2,advanced,12/06/20,,
1570,Sparbuch,Das,Sparbücher,Caja de ahorro,B2.2,advanced,12/06/20,,
1571,Zins,Der,Zinsen,Interés (financiero),B2.2,advanced,12/06/20,,
1572,Hälfte,Die,Hälften,Mitad,B2.2,advanced,12/06/20,,
1573,Verhalten,Das,Verhalten,Comportamiento,B2.2,advanced,12/06/20,,
1574,Bart,Der,Bärte,Barba,B2.2,advanced,12/06/20,,
1575,Bettler,Der,Bettler,Mendigo,B2.2,advanced,12/06/20,,
1576,Geschäftsmann,Der,Geschäftsmänner,Hombre de negocios,B2.2,advanced,12/06/20,,
1577,Erwachsenenbildung,Die,Erwachsenenbildungen,Educación para adultos,B2.2,advanced,12/06/20,,
1578,Gesellschaft,Die,Gesellschaften,Sociedad,B2.2,advanced,12/06/20,,
1579,Hinweis,Der,Hinweise,Indicio,B2.2,advanced,12/06/20,,
1580,Kunst,Die,Künste,Arte,B2.2,advanced,12/06/20,,
1581,Methode,Die,Methoden,Método,B2.2,advanced,12/06/20,,
1582,Pflege,Die,Pflege,Cuidado,B2.2,advanced,12/06/20,,
1583,Weiterbildung,Die,Weiterbildungen,"Educación superior, perfeccionamiento",B2.2,advanced,12/06/20,,
1584,Zertifikat,Das,Zertifikate,Certificado,B2.2,advanced,12/06/20,,
1585,Betriebswirtschaft,Die,Betriebswirtschaft,Gestión Empresarial,B2.2,advanced,12/06/20,,
1586,Fortbildung,Die,Fortbildungen,"Educación superior, perfeccionamiento",B2.2,advanced,12/06/20,,
1587,Betreuungsangebot,Das,Betreuungsangebote,Servicios de atención,B2.2,advanced,12/06/20,,
1588,Fachhochschule,Die,Fachnochschulen,Escuela Técnica Superior,B2.2,advanced,12/06/20,,
1589,Summe,Die,Summen,Suma,B2.2,advanced,12/06/20,,
1590,Verständnis,Das,Verständnisse,Entendimiento,B2.2,advanced,12/06/20,,
1591,Vorbild,Das,Vorbilder,Ejemplo / Modelo,B2.2,advanced,12/06/20,,
1592,Ansicht,Die,Ansichten,Vista / Aspecto,B2.2,advanced,12/06/20,,
1593,Chance,Die,Chancen,Oportunidad,B2.2,advanced,12/06/20,,
1594,Richtung,Die,Richtungen,Dirección - Rumbo,B2.2,advanced,12/06/20,,
1595,Bildschirm,Der,Bildschirme,Pantalla,B2.2,advanced,12/06/20,,
1596,Datei,Die,Dateien,Expediente,B2.2,advanced,12/06/20,,
1597,Kabel,Das,Kabeln,Cable,B2.2,advanced,12/06/20,,
1598,Lautsprecher,Der,Lautsprecher,Altoparlante,B2.2,advanced,12/06/20,,
1599,Rechner,Der,Rechner,Calculadora,B2.2,advanced,12/06/20,,
1600,Ärger,Der,Ärger,Enojo,B2.2,advanced,12/06/20,,
1601,Begeisterung,Die,Begeisterungen,Entusiasmo,B2.2,advanced,12/06/20,,
1602,Herkunft,Die,Herkunft,Origen,B2.3,advanced,12/06/20,,
1603,Motiv,Das,Motive,Motivo,B2.3,advanced,12/06/20,,
1604,Alternative,Die,alternativen,Alternativa,B2.3,advanced,12/06/20,,
1605,Aufzählung,Die,Aufzählungen,Numeración / especificación,B2.3,advanced,12/06/20,,
1606,Einschränkung,Die,Einschränkungen,Restricción,B2.3,advanced,12/06/20,,
1607,Gegensatz,Der,Gegensätze,Oposición,B2.3,advanced,12/06/20,,
1608,Geschmack,Der,Geschmäcker,Sabor / paladar,B2.3,advanced,12/06/20,,
1609,Missverständnis,Das,Missverständnisse,Malentendido,B2.3,advanced,12/06/20,,
1610,Neuigkeit,Die,Neuigkeiten,Novedad / noticia,B2.3,advanced,12/06/20,,
1611,Umfrage,Die,Umfragen,Encuesta,B2.3,advanced,12/06/20,,
1612,Auftrag,Der,Aufträge,Encargo / mandato,B2.3,advanced,12/06/20,,
1613,Daten,Die,Daten,Datos,B2.3,advanced,12/06/20,,
1614,Erdbevölkerung,Die,Erdbevölkerungen,Población de la Tierra,B2.3,advanced,12/06/20,,
1615,Fakt,Der,Fakten,Hecho,B2.3,advanced,12/06/20,,
1616,Freundschaftsanfrage,Die,Freundschaftsanfragen,Solicitud de amistad,B2.3,advanced,12/06/20,,
1617,Nutzer,Der,Nutzer,Usuario,B2.3,advanced,12/06/20,,
1618,Ankündigung,Die,Ankündigungen,Notificación,B2.3,advanced,12/06/20,,
1619,Eindruck,Der,Eindrücke,Impresión,B2.3,advanced,12/06/20,,
1620,Gesprächsrunde,Die,Gesprächsrunden,Mesa redonda,B2.3,advanced,12/06/20,,
1621,Ratgeber,Der,Ratgeber,Consejero,B2.3,advanced,12/06/20,,
1622,Verwirrung,Die,Verwirrung,Confusión,B2.3,advanced,12/06/20,,
1623,Bedürfnis,Das,Bedürfnisse,Necesidad,B2.3,advanced,12/06/20,,
1624,Beziehung,Die,Beziehungen,Relación,B2.3,advanced,12/06/20,,
1625,Dankbarkeit,Die,Dankbarkeit,Agradecimiento,B2.3,advanced,12/06/20,,
1626,Emotion,Die,Emotionen,Emoción,B2.3,advanced,12/06/20,,
1627,Komiker,Der,Komiker,Humorista,B2.3,advanced,12/06/20,,
1628,Lebensabschnitt,Der,Lebensabschnitte,Periodo de la vida,B2.3,advanced,12/06/20,,
1629,Lebensphase,Die,Lebensphasen,Etapa de la vida,B2.3,advanced,12/06/20,,
1630,Teenager,Der,Teenager,Adolescente,B2.3,advanced,12/06/20,,
1631,Altersunterschied,Der,Altersunterschiede,Diferencia de edad,B2.3,advanced,12/06/20,,
1632,Einblick,Der,Einblicke,Mirada,B2.3,advanced,12/06/20,,
1633,Feedback,Das,Feedbacks,Feedback,B2.3,advanced,12/06/20,,
1634,Folie,Die,Folien,Hoja / Lamina / Película,B2.3,advanced,12/06/20,,
1635,Inhaltsverzeichnis,Das,Inhaltsverzeichnisse,Contenido,B2.3,advanced,12/06/20,,
1636,Konkurrent,Der,Konkurrenten,Competidor / Contrincante,B2.3,advanced,12/06/20,,
1637,Übergang,Der,Übergänge,Transición / Cruce,B2.3,advanced,12/06/20,,
1638,Auswertung,Die,Auswertungen,Evaluación / Análisis,B2.3,advanced,12/06/20,,
1639,Rückseite,Die,Rückseiten,Parte posterior,B2.3,advanced,12/06/20,,
1640,Vorderseite,Die,Vorderseiten,Parte delantera,B2.3,advanced,12/06/20,,
1641,Anforderung,Die,Anforderungen,Requisito,B2.3,advanced,12/06/20,,
1642,Bereich,Der,Bereiche,Área,B2.3,advanced,12/06/20,,
1643,Bundesgebiet,Das,Bundesgebiete,Territorio Federal,B2.3,advanced,12/06/20,,
1644,Klinik,Die,Kliniken,Clínica,B2.3,advanced,12/06/20,,
1645,Konzept,Das,Konzepte,Concepto,B2.3,advanced,12/06/20,,
1646,Messe,Die,Messen,Feria,B2.3,advanced,12/06/20,,
1647,Schnitt,Die,Schniten,Sección,B2.3,advanced,12/06/20,,
1648,Schnittdienst,Der,Schnitdienste,Modista,B2.3,advanced,12/06/20,,
1649,Spontaneität,Die,Spontaneitäten,Espontaneidad,B2.3,advanced,12/06/20,,
1650,Unternehmen,Das,Unternehmen,Empresa,B2.3,advanced,12/06/20,,
1651,Visitenkarte,Die,Visitenkarten,Tarjeta comercial,B2.3,advanced,12/06/20,,
1652,Vorlesung,Die,Vorlesungen,Conferencia - Curso,B2.3,advanced,12/06/20,,
1653,Ablage,Die,Ablagen,Presentación - Depósito,B2.3,advanced,12/06/20,,
1654,Assistent,Der,Assistenten,Asistente,B2.3,advanced,12/06/20,,
1655,Bereichsleiter,Der,Bereichsleiter,Cabeza,B2.3,advanced,12/06/20,,
1656,Konferenz,Die,Konferenzen,Conferencia,B2.3,advanced,12/06/20,,
1657,Position,Die,Positionen,Posición,B2.3,advanced,12/06/20,,
1658,Projektleiter,Der,Projektleiter,Cabeza de proyecto,B2.3,advanced,12/06/20,,
1659,Unterlage,Die,Unterlagen,Carpeta / Comprobante,B2.3,advanced,12/06/20,,
1660,Arbeitskraft,Die,Arbeitskräfte,Obrero / Fuerza de trabajo,B2.3,advanced,12/06/20,,
1661,Effekt,Der,Effekte,Efecto,B2.3,advanced,12/06/20,,
1662,Motivation,Die,Motivationen,Motivación,B2.3,advanced,12/06/20,,
1663,Reportage,DIe,Reportagen,Reportaje,B2.3,advanced,12/06/20,,
1664,Therapeut,Der,Therapeuten,Terapeuta,B2.3,advanced,12/06/20,,
1665,Veränderung,Die,Veränderungen,Variación / Modificación,B2.3,advanced,12/06/20,,
1666,Zusammenbruch,Der,Zussamenbrüche,Colapso,B2.3,advanced,12/06/20,,
1667,Persönlichkeit,Die,Persönlichkeiten,Personalidad,B2.3,advanced,12/06/20,,
1668,Steigerung,Die,Steigerungen,Subida / Alza,B2.3,advanced,12/06/20,,
1669,Umsatz,Der,Umsätze,Volumen de ventas / Negociación / Facturación,B2.3,advanced,12/06/20,,
1670,Werbeaktion,Die,Werbeaktionen,Campaña publicitaria,B2.3,advanced,12/06/20,,
1671,Gewissen,Das,Gewissen,Conciencia,B2.3,advanced,12/06/20,,
1672,Offenheit,Die,Offenheit,Sinceridad,B2.3,advanced,12/06/20,,
1673,Stichwort,Das,Stichworte,Palabra Clave,B2.3,advanced,12/06/20,,
1674,Arbeitsgericht,Das,Arbeitsgerichte,Corte de trabajo,B2.3,advanced,12/06/20,,
1675,Arbeitsrechter,Der,Arbeitsrechter,Derecho laboral,B2.3,advanced,12/06/20,,
1676,Aufregung,Die,Aufregung,Emoción / Agitación,B2.3,advanced,12/06/20,,
1677,Aufsehen,Das,Aufsehen,Sensación / levantar los ojos,B2.3,advanced,12/06/20,,
1678,Besprechung,Die,Besprechungen,Reunión / Deliberación,B2.3,advanced,12/06/20,,
1679,Diebstahl,Der,Diebstähle,Robo,B2.3,advanced,12/06/20,,
1680,Einverständnis,Das,Einverständnisse,Conformidad / Acuerdo,B2.3,advanced,12/06/20,,
1681,Fachanwalt,Der,Fachanwälte,Abogado especializado,B2.3,advanced,12/06/20,,
1682,Genehmigung,Die,Genehmigungen,Aprobación,B2.3,advanced,12/06/20,,
1683,Keks,Der,Kekse,Galleta,B2.3,advanced,12/06/20,,
1684,Sitte,Die,Sitten,Costumbre,B2.3,advanced,12/06/20,,
1685,Konvention,Die,Konventionen,Convención,B2.3,advanced,12/06/20,,
1686,Anliegen,Das,Anliegen,Solicitud,B2.3,advanced,12/06/20,,
1687,Medium,Das,Mediumien,Ambiente,B2.3,advanced,12/06/20,,
1688,Nutzung,Die,Nutzungen,Uso,B2.3,advanced,12/06/20,,
1689,Buchhändlerin,Die,Buchhändlerinnen,Librero,B2.3,advanced,12/06/20,,
1690,Lesung,Die,Lesgungen,Lectura / Lección,B2.3,advanced,12/06/20,,
